"entity_ID" "nfix" "nfixno" "geo_entity" "entity_class" "longitude" "latitude" "area" "area_ratio" "extent_ratio" "no_polygons" "dist" "botanical_continent" "biome" "geology" "age_Ma" "native_proc" "naturalized_proc" "CHELSA_annual_mean_Temp" "CHELSA_annual_Prec" "GDP" "Popdensity" "HI" "HF" "elev_range"
"229" 676 6 2 "Bonin Islands" "Island" 142.179626 26.975027 70.98061 0.335055770864747 0.0690630829707781 2090 1414.503 "ASIA-TEMPERATE" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 35 293 NA 23.17667 1384.97143 0.05927 44.88503 NA NA 270
"230" 680 6 1 "Pagan" "Island" 145.766701 18.116355 48.036884 1 1 1 2495.119 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 5 115 NA 26.71609 1900.67816 0 0 NA 10 365
"231" 694 3 1 "Turneffe Islands" "Island" -87.857119 17.368207 130.074389 0.54159058936652 0.658452527074305 48 29.821 "SOUTHERN AMERICA" "Mangroves" "dev" NA 37 NA 26.65705 1937.03205 9e-05 41.43159 21 12.57143 5
"232" 695 4 1 "Lighthouse Reef" "Island" -87.537818 17.349846 6.937019 0.587052882513368 0.123068904688085 4 68.956 "SOUTHERN AMERICA" "Mangroves" "dev" NA 59 NA 26.9 1886.6 7e-05 41.43159 NA 14 3
"233" 696 4 1 "Glovers Reef" "Island" -87.826066 16.728575 0.966123 0.617391367351776 0.185615301039339 4 43.572 "SOUTHERN AMERICA" "Mangroves" "dev" NA 72 NA 26.55 2431 0 17.71002 NA NA 0
"234" 697 10 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"235" 698 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"236" 708 4 2 "Eniwetok" "Island" 162.296158 11.497741 10.158201 0.196985568606095 0.0885982424633411 29 3265.061 "PACIFIC" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 0.75 40 NA 27.4 1445.51852 0.02268 58.38295 NA 14 5
"237" 710 11 2 "Nasoata" "Island" 178.587082 -18.145689 0.823854 1 1 1 2753.142 "PACIFIC" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 2.9 73 NA 25.24 2991.4 0.00191 34.11622 NA NA 4
"238" 717 39 1 "Guernsey" "Island" -2.579465 49.456382 68.338291 1 1 1 44.421 "EUROPE" "Temperate Broadleaf & Mixed Forests" "nondev" NA 583 NA 11.52242 853.44848 6.42229 892.75174 61.05814 37.75424 98
"239" 718 36 1 "Alderney" "Island" -2.198949 49.715831 9.81845 1 1 1 14.96 "EUROPE" "Temperate Broadleaf & Mixed Forests" "nondev" NA 437 NA 11.45333 816.2 0.44374 185.64439 37 20.625 77
"240" 719 27 1 "Sark" "Island" -2.363383 49.428979 6.401369 1 1 1 34.549 "EUROPE" "Temperate Broadleaf & Mixed Forests" "nondev" NA 353 NA 11.54815 869.03704 0.02897 89.22345 12 11.58333 95
"241" 725 42 1 "Jersey" "Island" -2.132722 49.213826 124.763125 1 1 1 21.908 "EUROPE" "Temperate Broadleaf & Mixed Forests" "nondev" NA 616 NA 11.37104 898.08145 14.69456 785.52697 65.99291 39.8191 120
"242" 727 45 1 "Isle of Wight" "Island" -1.298564 50.674952 387.760077 1 1 1 96.774 "EUROPE" "Temperate Broadleaf & Mixed Forests" "nondev" NA 827 NA 10.77252 785.18272 5.01995 388.28985 54.29653 35.02312 206
"243" 736 234 10 "Corsica" "Island" 9.105559 42.151732 8739.211185 1 1 1 82.363 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" "nondev" 23 3041 398 13.3567 833.84623 1.11942 38.7007 29.58532 19.23419 2462
"244" 737 195 7 "Crete, Karpathos, Kasos, Saria" "Island" 24.949888 35.246776 8691.526587 0.953780660166092 0.754413545120589 4 85.205 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 2046 132 16.20566 695.45486 1.58751 74.18077 36.64291 23.84737 2329
"245" 738 237 9 "Sicily" "Island" 14.155497 37.587635 25453.625312 1 1 1 3.08 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 2431 153 15.87172 532.30821 4.19999 193.94644 49.04469 31.7926 3244
"246" 739 199 8 "Sardinia" "Island" 9.036224 40.090224 23784.2013 1 1 1 184.247 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 2161 142 15.6638 654.71922 2.04302 67.96582 40.58714 26.2727 1716
"247" 742 4 1 "Agrihan" "Island" 145.668424 18.772208 46.902291 1 1 1 2431.68 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 5 88 NA 25.42958 1955.15493 0 0 NA 8.14815 776
"248" 743 4 1 "Aguijan" "Island" 145.558807 14.852452 7.55292 1 1 1 2779.421 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 25 52 NA 27.23889 2259.22222 0 30.56408 NA 20 149
"249" 747 3 1 "Alamagan" "Island" 145.832867 17.599608 13.859801 1 1 1 2546.712 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 5 95 NA 26.21818 2128.90909 0 0 NA 12 521
"250" 748 4 1 "Anatahan" "Island" 145.676876 16.352246 35.13115 1 1 1 2646.464 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 5 80 NA 26.1619 2130.90476 0 0 NA 10.51852 564
"251" 780 22 2 "Guam" "Island" 144.777038 13.443537 549.410644 1 1 1 2657.711 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 25 366 NA 26.9964 2537.01049 4.47056 308.30925 67.92007 42.91574 335
"252" 781 4 1 "Guguan" "Island" 145.841331 17.309782 4.581413 1 1 1 2573.889 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 5 46 NA 27.03333 1978.16667 0 0 NA 12 205
"253" 803 1 1 "Maug Islands" "Island" 145.224532 20.021491 4.076677 0.6704772048411 0.667469341144928 3 2297.962 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 5 50 NA 26.79286 1662.5 0 0 NA 12 38
"254" 844 19 2 "Rota" "Island" 145.214092 14.157435 89.688123 1 1 1 2757.828 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 25 230 NA 26.65814 2758.87597 0.56678 28.4144 NA 36.21154 476
"255" 845 17 2 "Saipan" "Island" 145.753963 15.189129 122.542461 1 1 1 2755.26 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 25 221 NA 26.9931 2231.87586 3.73749 398.58167 75.88542 45.63846 366
"256" 846 5 1 "Sarigan" "Island" 145.779159 16.70451 5.108647 1 1 1 2623.903 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 5 77 NA 26.77778 2089.88889 0 0 NA 12 347
"257" 854 14 2 "Tinian" "Island" 145.631566 15.013351 103.632955 1 1 1 2762.67 "PACIFIC" "Tropical & Subtropical Dry Broadleaf Forests" "dev" 25 172 NA 27.13871 2253.6129 0.9943 30.56408 55.90476 34 152
"258" 914 18 2 "Fernando de Noronha" "Island" -32.425866 -3.856477 21.095972 1 1 1 356.222 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 12.3 157 123 26.61395 1546.4186 0.60771 111.2561 NA NA 112
"259" 920 95 3 "Ikaria" "Island" 26.15185 37.595995 254.964595 1 1 1 49.921 "ASIA-TEMPERATE" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 981 NA 15.72713 614.35372 0.57227 32.73488 34.84512 22.06034 943
"260" 921 68 3 "Nisyros" "Island" 27.168329 36.588037 40.986823 1 1 1 16.953 "ASIA-TEMPERATE" "Mediterranean Forests, Woodlands & Scrub" "dev" 0.2 556 NA 18.10886 759.36709 0.30821 20.04861 NA 14.2069 573
"261" 922 17 2 "Wrangel Island" "Island" -179.462342 71.203096 7764.309688 0.676327269005759 0.657883346227422 2 198.567 "ASIA-TEMPERATE" "Tundra" "nondev" NA 360 NA -11.32627 181.90078 NA 0.0388 4.95351 3.31654 995
"262" 923 42 1 "Yioura" "Island" 24.166649 39.391115 11.018397 1 1 1 59.53 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 433 NA 16.45938 705.25 0.00011 19.20091 NA 13.41176 449
"263" 925 7 1 "San Lorenzo" "Island" -112.82983 28.637236 37.282095 0.884569496429855 0.774271490209094 2 16.298 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "dev" 3.9 81 NA 23.97375 100.075 0 0 NA 4 375
"264" 927 11 2 "San Estéban" "Island" -112.577719 28.701964 40.567521 1 1 1 34.648 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "dev" 1.25 123 NA 23.37 109.85714 0 0 NA 4 352
"265" 929 1 1 "San Pedro Nolasco" "Island" -111.379026 27.968392 3.480279 1 1 1 14.856 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "dev" 1.2 56 NA 24.1 195.83333 0 0 NA 14 0
"266" 930 8 3 "Tortuga" "Island" -111.880296 27.441629 11.421698 1 1 1 35.566 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "dev" 1.25 75 NA 23.61333 159 0 NA NA NA 165
"267" 931 13 2 "San Marcos" "Island" -112.074207 27.218583 29.59845 1 1 1 4.824 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "dev" 3.9 138 NA 24.03898 157.45763 0.1458 15.58797 NA 18.78378 202
"268" 932 5 1 "San Ildefonso" "Island" -111.429672 26.63194 1.017933 1 1 1 10.04 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "dev" 1.25 34 NA NA NA 0 NA NA NA 22
"269" 933 11 1 "Coronado" "Island" -111.273868 26.119901 7.580726 1 1 1 2.644 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "dev" 1.2 121 NA 24.79286 181.5 7e-05 0 NA 8.72727 206
"270" 934 14 1 "Carmen" "Island" -111.153964 25.964707 147.792038 1 1 1 7.876 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "nondev" NA 188 NA 24.16067 215.00562 6e-05 0.04269 7.125 4.96296 359
"271" 935 10 1 "Danzante" "Island" -111.251841 25.787374 4.180209 1 1 1 2.66 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "nondev" NA 128 NA 24.8 198.8 0 0 NA 8.4 165
"272" 936 9 2 "Monserrat (Sea of Cortés)" "Island" -111.035107 25.683273 18.980131 1 1 1 13.665 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "dev" 3.9 123 NA 24.40435 230.82609 0 0 NA 4 172
"273" 937 10 2 "Santa Catalina" "Island" -110.779583 25.650896 40.389079 1 1 1 25.115 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "nondev" NA 117 NA 24.58889 212.88889 0 0 NA 4 306
"274" 938 12 2 "Santa Cruz" "Island" -110.715872 25.285308 13.548427 1 1 1 19.854 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "nondev" NA 97 NA 24.13333 245.33333 0 0 NA 4 427
"275" 939 4 1 "San Diego" "Island" -110.699124 25.199186 0.644444 1 1 1 18.995 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "nondev" NA 73 NA 25 209 0 NA NA NA 0
"276" 940 20 3 "San José" "Island" -110.621904 24.980577 183.710474 1 1 1 4.753 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "nondev" NA 213 NA 24.10522 230.03913 0.00012 0.14705 6.46875 4.2 555
"277" 941 7 2 "San Francisco" "Island" -110.573185 24.829748 4.268652 1 1 1 7.473 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "nondev" NA 108 NA 25.08333 211.83333 0 NA NA 4 78
"278" 942 21 3 "Espíritu Santo" "Island" -110.350691 24.488616 104.828604 0.81851665219161 0.734370764434806 5 6.239 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "nondev" NA 232 NA 24.71374 213.0458 5e-05 0.15107 8.55319 5.6 472
"279" 943 19 3 "Cerralvo" "Island" -109.874134 24.233087 139.14443 1 1 1 8.642 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "nondev" NA 224 NA 23.58079 236.39548 0 0 6 4 663
"280" 946 8 2 "Datíl" "Island" -112.290641 28.721227 1.472069 1 1 1 28.401 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" "dev" 1.25 99 NA 24.1 110.6 0 0 NA 4 44
"281" 982 4 1 "Onekotan" "Island" 154.758716 49.423503 432.582937 1 1 1 187.093 "ASIA-TEMPERATE" "Boreal Forests/Taiga" "dev" 5.8 124 NA 1.67383 1323.42318 7e-05 0.70104 14.76619 9.43841 1128
"282" 983 1 1 "Shiashkotan" "Island" 154.108711 48.821929 119.568043 1 1 1 281.066 "ASIA-TEMPERATE" "Boreal Forests/Taiga" "dev" 5.8 105 NA 1.52103 1454.60748 2e-05 0.70104 6.8543 4.80513 816
"283" 984 85 11 "New Caledonia" "Island" 165.700102 -21.306615 18825.616614 0.871567236251803 0.266409887574375 283 814.764 "PACIFIC" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 37 3210 NA 22.23773 1692.72425 0.16255 13.41437 27.43781 17.91605 1513
"284" 986 14 2 "Mahe" "Island" 55.46728 -4.676443 163.012831 1 1 1 1288.291 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "nondev" NA 256 NA 25.88737 2555.11579 2.34927 480.40661 49.79487 NA 742
"285" 988 2 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"286" 989 4 1 "Ile St Anne" "Island" 55.501058 -4.607185 1.461074 1 1 1 1296.469 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "nondev" NA 45 NA 27.0125 2160.625 0.54757 609.8457 NA NA 38
"287" 994 3 1 "Ile Anonyme" "Island" 55.52594 -4.659656 2.140095 1 1 1 1302.286 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "nondev" NA 27 NA 27 2142 0.34969 573.35309 NA NA 1
"288" 1003 7 2 "Praslin" "Island" 55.730145 -4.32388 39.321466 1 1 1 1287.551 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "nondev" NA 166 NA 26.66197 2420.57746 0.98226 219.96551 NA NA 242
"289" 1004 4 2 "La Digue" "Island" 55.837878 -4.360895 10.573691 1 1 1 1302.941 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "nondev" NA 54 NA 26.77143 2431.52381 0.60124 303.72711 NA NA 193
"290" 1014 10 2 "Fregate" "Island" 55.941317 -4.586333 2.299607 1 1 1 1329.886 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "nondev" NA 106 NA 26.94444 2350.66667 0.30137 3.68886 NA NA 55
"291" 1017 4 1 "Aride" "Island" 55.666569 -4.212571 0.833868 1 1 1 1279.53 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "nondev" NA 55 NA 27 2235.33333 1e-04 3.68886 NA NA 24
"292" 1022 2 1 "Poivre" "Island" 53.306342 -5.760921 3.457511 0.650952086631105 0.665307225511633 2 1213.928 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 0.127 36 NA 26.8 2165.71429 0 3.68886 NA NA 11
"293" 1025 3 1 "Alphonse" "Island" 52.726477 -7.006184 1.929664 1 1 1 1281.626 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 0.127 40 NA 26.6 2061.8 0 3.68886 NA NA 9
"294" 1030 12 1 "Silhouette" "Island" 55.230665 -4.487211 20.550943 1 1 1 1262.925 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "nondev" 63 205 NA 26.15946 2559.7027 0.71239 3.68886 NA NA 505
"295" 1031 2 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"296" 1032 81 10 "Andaman Islands" "Island" 92.785636 12.296673 5884.063556 0.255010669024799 0.165890340242215 182 129.536 "ASIA-TROPICAL" "Tropical & Subtropical Moist Broadleaf Forests" "dev" NA 1784 NA 27.05284 3056.29726 0.11381 61.77252 28.49624 18.1934 642
"297" 1048 24 3 "Mauritius" "Island" 57.571984 -20.283626 1868.439353 1 1 1 1853.012 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 6.6 708 698 23.37722 1819.68442 6.41088 654.41861 57.73151 36.24457 719
"298" 1054 57 7 "Nicobar Islands" "Island" 93.599094 7.525464 1726.798278 0.548938581348296 0.204576540210767 30 496.414 "ASIA-TROPICAL" "Tropical & Subtropical Moist Broadleaf Forests" "dev" NA 1234 NA 27.22446 3002.38946 0.0306 20.6985 21.16062 13.94302 530
"299" 1059 12 3 "Rodrigues" "Island" 63.421348 -19.716703 111.619226 1 1 1 2450.521 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 1.5 177 304 23.85 1261.34559 2.27608 377.11277 20.02804 NA 333
"300" 1064 201 19 "Sri Lanka" "Island" 80.697879 7.621655 65836.795358 0.995470980758121 0.994426989619224 129 53.82 "ASIA-TROPICAL" "Tropical & Subtropical Dry Broadleaf Forests" "nondev" NA 3312 NA 26.67729 1673.3453 1.18029 316.80013 37.12765 24.12807 2398
"301" 1225 1 1 "Round Island (Mauritius)" "Island" 57.788232 -19.85034 2.532839 1 1 1 1883.503 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 0.063 36 20 24.5 1586 0.00034 0 NA NA 123
"302" 1226 5 2 "Ile aux Aigrettes" "Island" 57.733108 -20.419895 0.319195 1 1 1 1894.255 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 59 36 NA NA 0 13.74249 NA NA 0
"303" 1236 10 1 "Fulanga" "Island" -178.583249 -19.141113 17.167216 1 1 1 2989.402 "PACIFIC" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 107 3 25.05745 1807.74468 0.00835 12.45301 NA NA 53
"304" 1254 7 1 "Moala" "Island" 179.888375 -18.599928 66.253413 1 1 1 2856.832 "PACIFIC" "Tropical & Subtropical Moist Broadleaf Forests" "dev" NA 117 15 NA NA 0.01158 18.97691 NA 9.87952 402
"305" 1272 18 1 "Ovalau" "Island" 178.789052 -17.679396 103.90854 1 1 1 2788.57 "PACIFIC" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 374 93 24.5875 3133.48438 0.12791 73.67639 33.89916 21.65574 451
"306" 1281 32 2 "Vanua Levu" "Island" 179.245343 -16.601168 5596.04679 0.99803831590193 0.971682753937206 2 2804.615 "PACIFIC" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 4 769 220 24.7957 2463.52337 NA 19.6052 19.33639 12.41258 870
"307" 1283 10 1 "Vanua Mbalavu" "Island" -178.969329 -17.231404 49.964642 1 1 1 3024.979 "PACIFIC" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 145 58 25.71089 2145.56436 0.01183 23.79077 NA NA 170
"308" 1287 34 3 "Viti Levu" "Island" 177.964564 -17.837692 10543.685811 1 1 1 2630.836 "PACIFIC" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 25 1051 462 23.80749 2489.3388 0.2785 65.52839 28.4644 18.64452 1202
"309" 1306 18 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"310" 1307 35 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"311" 1310 27 2 "Otok Zecevo, Croatia" "Island" 16.694229 43.190211 0.150955 1 1 1 24.336 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 203 5 16.2 832 0 25.06264 32 NA 1
"312" 1311 59 10 "Bijagós Archipelago, Guinea-Bissau" "Island" -16.038749 11.29258 1435.899369 0.194907466388057 0.22513643206624 90 0.184 "AFRICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 430 0 26.42141 2004.73 0.00454 20.39359 21.56041 14.09695 41
"313" 1314 180 6 "Ionian Islands" "Island" 20.427794 38.616121 2282.989966 0.345824758215341 0.220919236478325 45 0 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 1770 112 16.1836 1063.53253 2.339 93.314 42.60091 26.80151 1474
"314" 1315 180 7 "North Aegean Islands, Greece" "Island" 25.231248 40.242948 1369.550229 0.348226202224234 0.225451965907293 41 0.11 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 1810 77 15.07473 625.09644 0.73421 29.63163 35.09708 22.26731 1468
"315" 1317 171 6 "Kiklades, Greece" "Island" 25.131769 37.16044 2717.343155 0.160490361402294 0.122525070083143 344 18.97 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 1546 79 17.28706 423.46005 1.3013 43.21424 38.77198 24.33095 928
"316" 1497 68 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"317" 1498 10 3 "Pulau Babi Tengah" "Island" 103.96059 2.476385 0.429185 1 1 1 12.578 "ASIA-TROPICAL" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 186 31 27 2980 0 6.60345 NA NA 15
"318" 1500 23 3 "Department of San Andrés, Providencia y Santa Catalina, Colombia" "Island" -81.523187 12.951855 52.363733 0.537300482377756 0.0251264563101443 12 181.2 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 296 33 27.35333 1918.88571 2.19606 1423.05088 51.44444 26.77966 249
"319" 1501 13 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"320" 1503 22 1 "Deokjeokdo" "Island" 126.120359 37.23608 21.708409 1 1 1 28.022 "ASIA-TEMPERATE" "Temperate Broadleaf & Mixed Forests" "nondev" NA 447 57 12.03396 1304.81132 1.80267 121.21409 NA 13.48387 163
"321" 1504 8 1 "Mungapdo" "Island" 126.098969 37.17614 3.713166 1 1 1 26.627 "ASIA-TEMPERATE" "Temperate Broadleaf & Mixed Forests" "nondev" NA 238 25 12.15 1279.78571 0.47449 121.21409 NA 19.33333 147
"322" 10004 188 16 "Alligator Rivers Region, Australia" "Mainland" 132.748805 -12.8801 28401.166983 0.999980353694609 1 2 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 1600 98 27.05632 1456.26874 0.01875 0.10846 2.94333 1.96626 460
"323" 10007 44 10 "Department of Ñeembucú, Paraguay" "Mainland" -57.902407 -26.759989 11449.772677 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 675 1 21.97317 1423.47023 0.02853 7.20153 18.17596 11.90748 31
"324" 10010 51 14 "Kaieteur National Park, Guyana" "Mainland" -59.487438 5.17231 610.220592 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 921 7 23.17175 3186.01247 0 0.51931 12.18487 8.12325 927
"325" 10013 30 1 "Qatar" "Mainland" 51.192357 25.312779 11227.515537 0.995060579892565 0.978744302079421 40 0 "ASIA-TEMPERATE" "Deserts & Xeric Shrublands" NA NA 259 NA 27.58619 73.56837 4.86871 198.40722 24.83967 16.20898 88
"326" 10014 20 2 "Theog Forest Division, India" "Mainland" 77.425617 31.12008 676.871165 1 1 1 0 "ASIA-TROPICAL" "Temperate Broadleaf & Mixed Forests" NA NA 359 50 11.28033 1381.65109 0.33514 175.10427 30.3754 19.12298 1844
"327" 10015 191 4 "Region Rhône-Alpes, France" "Mainland" 5.343218 45.439753 44862.932569 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 2969 814 9.41495 1061.66664 3.54303 149.04074 36.64781 23.76441 4460
"328" 10017 272 21 "Burke, QLD, Australia" "Mainland" 140.871054 -19.442115 260471.509495 0.999999975947465 0.89341025147312 3 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 2017 221 26.00515 592.89312 0.01342 0.13547 5.09794 3.42638 1070
"329" 10018 202 18 "Burnett, QLD, Australia" "Mainland" 151.271631 -25.71735 31161.569614 1 1 1 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 1720 406 20.21238 721.11503 0.05699 1.42604 12.05241 7.97931 923
"330" 10019 347 32 "Cook, QLD, Australia" "Mainland" 143.307601 -15.717073 255280.107445 1 1 1 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 4322 696 25.52023 1196.20996 0.03445 1.04763 6.56881 4.39068 1478
"331" 10020 249 22 "Darling Downs, QLD, Australia" "Mainland" 150.762854 -27.616649 66512.253385 1 1 1 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 2261 585 19.40558 641.28713 0.10806 3.20999 12.80125 8.42874 1129
"332" 10021 143 13 "Gregory North, QLD, Australia" "Mainland" 140.427136 -23.105638 218112.721808 1 1 1 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 1107 79 24.80671 287.45009 0.00382 0.01296 3.57786 2.38381 500
"333" 10022 93 9 "Gregory South, QLD, Australia" "Mainland" 141.671221 -26.509746 130871.258303 1 1 1 0 "AUSTRALASIA" "Deserts & Xeric Shrublands" NA NA 825 71 23.29813 229.63317 0.00058 0.00467 2.4756 1.6436 345
"334" 10023 264 21 "Leichhardt, QLD, Australia" "Mainland" 148.750577 -24.010518 125010.521224 1 1 1 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 2086 374 21.81789 669.93136 0.10609 0.50116 8.7093 5.81783 1167
"335" 10024 168 14 "Maranoa, QLD, Australia" "Mainland" 147.940101 -27.407061 101402.297486 1 1 1 0 "AUSTRALASIA" "Temperate Grasslands, Savannas & Shrublands" NA NA 1438 249 20.72755 503.70479 0.01331 0.19252 6.19658 4.04886 980
"336" 10025 213 18 "Mitchell, QLD, Australia" "Mainland" 144.542169 -23.381401 142805.959198 1 1 1 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 1529 189 23.72062 441.90851 0.00433 0.07081 5.26941 3.49662 647
"337" 10026 259 20 "Moreton, QLD, Australia" "Mainland" 152.640329 -27.431177 21968.051442 1 1 1 0 "AUSTRALASIA" "Temperate Broadleaf & Mixed Forests" NA NA 2568 939 19.36454 1057.1004 3.82524 146.51546 28.88494 18.8398 1206
"338" 10027 303 28 "North Kennedy, QLD, Australia" "Mainland" 146.016448 -19.513225 85745.452976 1 1 1 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 3232 561 22.82522 904.21672 0.16114 3.25606 10.26412 6.84001 1168
"339" 10028 234 17 "Port Curtis, QLD, Australia" "Mainland" 150.523303 -23.509004 37114.124573 1 1 1 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 2202 513 22.34976 911.04461 0.22708 5.36275 14.72291 9.73485 902
"340" 10029 259 23 "South Kennedy, QLD, Australia" "Mainland" 146.998468 -21.913174 80683.729607 1 1 1 0 "AUSTRALASIA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 2307 450 23.11297 673.30833 0.06054 1.62763 7.42303 4.96742 1148
"341" 10030 152 14 "Warrego, QLD, Australia" "Mainland" 145.127305 -27.058965 147217.795637 1 1 1 0 "AUSTRALASIA" "Temperate Grasslands, Savannas & Shrublands" NA NA 1338 214 21.7152 387.26349 0.00248 0.05677 3.65661 2.34793 1124
"342" 10031 203 17 "Wide Bay, QLD, Australia" "Mainland" 152.388301 -25.636183 19895.28397 1 1 1 0 "AUSTRALASIA" "Temperate Broadleaf & Mixed Forests" NA NA 2006 592 21.01507 1093.30371 0.39004 16.23262 20.47981 13.44712 800
